,X1,sex,cause_r,educ_r,age_r,location_r,random_number
2892,5522,Men,Firearm,Primary or less,30-44,Street,2892
2893,3800,Men,Firearm,High School or more,45-69,Street,2893
2894,29544,Women,Non-specified means,Primary or less,69 +,Other,2894
2895,28009,Men,Firearm,Primary or less,69 +,Street,2895
2896,11482,Men,Firearm,Middle school,0-19,Street,2896
2897,11668,Men,Firearm,High School or more,30-44,Street,2897
2898,25401,Men,Non-specified means,Middle school,45-69,Other,2898
2899,31455,Men,Firearm,Middle school,45-69,Street,2899
2900,942,Men,Firearm,High School or more,30-44,Other,2900
2901,19339,Men,Firearm,Middle school,45-69,Street,2901
2902,31410,Men,Firearm,High School or more,20-29,Street,2902
2903,6489,Men,Firearm,High School or more,30-44,Home,2903
2904,30721,Men,Firearm,High School or more,30-44,Street,2904
2905,3077,Men,Non-specified means,Primary or less,20-29,Other,2905
2906,30488,Men,Other,Middle school,45-69,Street,2906
2907,13837,Men,Firearm,High School or more,30-44,Other,2907
2908,15829,Men,Firearm,High School or more,30-44,Other,2908
2909,10683,Men,Firearm,Middle school,30-44,Street,2909
2910,30316,Men,Firearm,High School or more,20-29,Street,2910
2911,19520,Men,Firearm,High School or more,30-44,Street,2911
2912,4361,Men,Knife,Primary or less,45-69,Street,2912
2913,24598,Men,Knife,Primary or less,30-44,Other,2913
2914,28089,Men,Knife,Primary or less,69 +,Other,2914
2915,22606,Men,Firearm,High School or more,30-44,Street,2915
2916,18337,Men,Non-specified means,High School or more,30-44,Other,2916
2917,22662,Men,Firearm,High School or more,20-29,Street,2917
2918,14191,Men,Non-specified means,Middle school,30-44,Other,2918
2919,12574,Men,Firearm,High School or more,20-29,Street,2919
2920,7997,Women,Firearm,Middle school,30-44,Home,2920
2921,20332,Men,Non-specified means,High School or more,30-44,Other,2921
2922,27385,Men,Knife,High School or more,30-44,Street,2922
2923,12242,Men,Other,High School or more,20-29,Street,2923
2924,13447,Men,Knife,Primary or less,69 +,Home,2924
2925,4138,Men,Firearm,High School or more,30-44,Street,2925
2926,17679,Men,Firearm,Middle school,30-44,Other,2926
2927,11836,Men,Firearm,High School or more,30-44,Street,2927
2928,8335,Men,Non-specified means,High School or more,20-29,Street,2928
2929,28972,Men,Firearm,Middle school,0-19,Street,2929
2930,28710,Men,Firearm,High School or more,20-29,Street,2930
2931,21646,Men,Knife,High School or more,30-44,Home,2931
2932,23265,Men,Other,Middle school,30-44,Street,2932
2933,8011,Men,Firearm,Middle school,20-29,Street,2933
2934,8539,Women,Asphyxiation,Middle school,45-69,Other,2934
2935,19356,Men,Firearm,High School or more,45-69,Street,2935
2936,25419,Men,Firearm,Primary or less,0-19,Other,2936
2937,6871,Men,Knife,Primary or less,45-69,Home,2937
2938,15918,Men,Firearm,Primary or less,20-29,Home,2938
2939,17816,Men,Firearm,High School or more,45-69,Street,2939
2940,27906,Men,Firearm,High School or more,20-29,Street,2940
2941,6985,Men,Firearm,Primary or less,0-19,Other,2941
2942,20920,Men,Firearm,High School or more,0-19,Street,2942
2943,14616,Women,Asphyxiation,Middle school,0-19,Street,2943
2944,23164,Men,Knife,Middle school,30-44,Street,2944
2945,10535,Men,Firearm,Middle school,20-29,Home,2945
2946,10507,Men,Firearm,High School or more,20-29,Street,2946
2947,20086,Men,Firearm,Middle school,45-69,Street,2947
2948,3021,Men,Firearm,High School or more,20-29,Street,2948
2949,30328,Men,Firearm,Primary or less,30-44,Street,2949
2950,23791,Men,Firearm,High School or more,20-29,Other,2950
2951,4630,Men,Firearm,High School or more,20-29,Other,2951
2952,30600,Men,Firearm,Middle school,30-44,Other,2952
2953,13113,Men,Firearm,Middle school,30-44,Street,2953
2954,25238,Men,Firearm,Primary or less,69 +,Street,2954
2955,12307,Men,Firearm,Middle school,20-29,Street,2955
2956,31163,Women,Asphyxiation,High School or more,30-44,Street,2956
2957,30667,Men,Firearm,High School or more,45-69,Other,2957
2958,22451,Men,Firearm,Middle school,20-29,Street,2958
2959,8382,Men,Firearm,High School or more,20-29,Other,2959
2960,17731,Men,Firearm,High School or more,30-44,Other,2960
2961,31247,Men,Firearm,Primary or less,30-44,Street,2961
2962,18221,Men,Firearm,Primary or less,20-29,Street,2962
2963,9933,Men,Firearm,High School or more,0-19,Street,2963
2964,21889,Men,Firearm,High School or more,20-29,Street,2964
2965,4438,Men,Firearm,Middle school,0-19,Other,2965
2966,19140,Men,Firearm,High School or more,20-29,Street,2966
2967,8887,Men,Firearm,High School or more,20-29,Street,2967
2968,26701,Men,Firearm,High School or more,45-69,Home,2968
2969,13643,Women,Knife,Middle school,69 +,Home,2969
2970,165,Men,Non-specified means,Primary or less,45-69,Street,2970
2971,5017,Men,Other,High School or more,30-44,Street,2971
2972,4501,Men,Firearm,Middle school,20-29,Home,2972
2973,31104,Women,Firearm,High School or more,30-44,Street,2973
2974,8703,Women,Non-specified means,Primary or less,69 +,Other,2974
2975,25620,Men,Firearm,High School or more,20-29,Other,2975
2976,24720,Men,Non-specified means,Middle school,45-69,Street,2976
2977,20705,Women,Other,High School or more,30-44,Other,2977
2978,22426,Men,Firearm,Primary or less,45-69,Street,2978
2979,30415,Men,Firearm,High School or more,45-69,Street,2979
2980,18636,Men,Firearm,High School or more,20-29,Street,2980
2981,28290,Men,Firearm,Primary or less,20-29,Street,2981
2982,19035,Men,Firearm,Primary or less,69 +,Other,2982
2983,18608,Men,Firearm,High School or more,20-29,Street,2983
2984,17198,Men,Asphyxiation,High School or more,20-29,Other,2984
2985,12551,Men,Other,High School or more,30-44,Home,2985
2986,1320,Men,Firearm,Primary or less,30-44,Other,2986
2987,25947,Women,Firearm,High School or more,30-44,Home,2987
2988,8365,Men,Firearm,High School or more,30-44,Street,2988
2989,4993,Men,Firearm,High School or more,30-44,Street,2989
2990,29316,Men,Non-specified means,Primary or less,30-44,Other,2990
2991,13876,Men,Firearm,High School or more,0-19,Other,2991
2992,19165,Men,Firearm,Primary or less,30-44,Street,2992
2993,24934,Men,Knife,Primary or less,20-29,Street,2993
2994,2162,Men,Knife,High School or more,45-69,Street,2994
2995,3260,Men,Firearm,High School or more,30-44,Street,2995
2996,27195,Men,Non-specified means,High School or more,20-29,Other,2996
2997,10381,Men,Firearm,High School or more,30-44,Home,2997
2998,1002,Men,Firearm,Middle school,0-19,Street,2998
2999,29207,Men,Firearm,Middle school,30-44,Street,2999
3000,25363,Men,Non-specified means,Middle school,30-44,Street,3000
3001,21013,Men,Other,Middle school,69 +,Other,3001
3002,8357,Men,Firearm,High School or more,20-29,Street,3002
3003,30929,Women,Firearm,High School or more,30-44,Street,3003
3004,3708,Men,Firearm,High School or more,20-29,Home,3004
3005,21693,Men,Firearm,Primary or less,0-19,Street,3005
3006,22046,Men,Firearm,Middle school,30-44,Street,3006
3007,3111,Men,Firearm,High School or more,30-44,Street,3007
3008,6269,Men,Knife,Primary or less,45-69,Home,3008
3009,30155,Men,Non-specified means,Middle school,45-69,Other,3009
3010,20635,Men,Other,High School or more,20-29,Street,3010
3011,15722,Men,Firearm,Middle school,45-69,Street,3011
3012,20071,Women,Non-specified means,Middle school,20-29,Street,3012
3013,20321,Men,Firearm,High School or more,30-44,Other,3013
3014,16855,Men,Knife,High School or more,30-44,Other,3014
3015,28512,Men,Firearm,Primary or less,30-44,Street,3015
3016,22500,Men,Firearm,Primary or less,0-19,Street,3016
3017,28519,Men,Firearm,High School or more,30-44,Street,3017
3018,21148,Men,Knife,High School or more,0-19,Other,3018
3019,28632,Men,Knife,Middle school,30-44,Other,3019
3020,16371,Men,Knife,High School or more,20-29,Street,3020
3021,7947,Men,Firearm,Primary or less,20-29,Street,3021
3022,20746,Women,Asphyxiation,Primary or less,69 +,Street,3022
3023,10773,Women,Firearm,High School or more,20-29,Street,3023
3024,26927,Men,Firearm,Middle school,45-69,Home,3024
3025,21833,Men,Knife,High School or more,45-69,Street,3025
3026,31015,Men,Firearm,Primary or less,45-69,Home,3026
3027,1939,Men,Asphyxiation,High School or more,20-29,Street,3027
3028,15327,Men,Firearm,Middle school,45-69,Street,3028
3029,31270,Men,Firearm,Primary or less,69 +,Other,3029
3030,22887,Men,Firearm,Middle school,45-69,Street,3030
3031,21585,Men,Firearm,Primary or less,20-29,Street,3031
3032,27083,Men,Firearm,High School or more,30-44,Other,3032
3033,31662,Men,Firearm,Middle school,45-69,Home,3033
3034,25132,Men,Asphyxiation,Primary or less,45-69,Other,3034
3035,19793,Men,Firearm,Primary or less,0-19,Other,3035
3036,2526,Men,Firearm,High School or more,20-29,Street,3036
3037,26271,Men,Firearm,High School or more,20-29,Street,3037
3038,20727,Men,Firearm,High School or more,45-69,Other,3038
3039,30462,Men,Firearm,Middle school,0-19,Street,3039
3040,24948,Men,Non-specified means,Middle school,30-44,Street,3040
3041,12514,Men,Firearm,Middle school,45-69,Street,3041
3042,9318,Men,Firearm,Middle school,30-44,Street,3042
3043,8705,Men,Firearm,High School or more,30-44,Other,3043
3044,19557,Men,Firearm,High School or more,30-44,Street,3044
3045,10005,Men,Firearm,Middle school,30-44,Street,3045
3046,9836,Men,Firearm,Middle school,30-44,Street,3046
3047,24137,Men,Non-specified means,Primary or less,20-29,Street,3047
3048,30502,Men,Firearm,High School or more,20-29,Home,3048
3049,24037,Men,Firearm,High School or more,0-19,Home,3049
3050,28895,Men,Firearm,High School or more,45-69,Home,3050
3051,20837,Women,Firearm,High School or more,30-44,Home,3051
3052,31275,Men,Firearm,Primary or less,30-44,Other,3052
3053,31690,Men,Firearm,Middle school,30-44,Other,3053
3054,19519,Men,Firearm,High School or more,20-29,Street,3054
3055,12515,Men,Firearm,High School or more,45-69,Street,3055
3056,18338,Men,Asphyxiation,Primary or less,45-69,Other,3056
3057,27187,Men,Knife,High School or more,20-29,Home,3057
3058,15486,Men,Asphyxiation,Middle school,20-29,Street,3058
3059,23660,Men,Firearm,High School or more,20-29,Other,3059
3060,17500,Men,Non-specified means,Primary or less,30-44,Other,3060
3061,20996,Men,Asphyxiation,High School or more,30-44,Street,3061
3062,3814,Men,Other,High School or more,30-44,Street,3062
3063,15952,Men,Firearm,High School or more,30-44,Street,3063
3064,12939,Men,Asphyxiation,Middle school,45-69,Street,3064
3065,18252,Men,Firearm,High School or more,69 +,Home,3065
3066,19063,Men,Knife,Primary or less,30-44,Street,3066
3067,25549,Men,Firearm,High School or more,30-44,Street,3067
3068,651,Men,Firearm,Middle school,30-44,Street,3068
3069,30881,Men,Firearm,High School or more,20-29,Other,3069
3070,20726,Men,Firearm,High School or more,30-44,Other,3070
3071,7755,Men,Firearm,High School or more,45-69,Street,3071
3072,14051,Men,Firearm,High School or more,20-29,Other,3072
3073,7844,Men,Firearm,High School or more,30-44,Street,3073
3074,25708,Men,Firearm,High School or more,30-44,Other,3074
3075,31595,Men,Firearm,High School or more,30-44,Other,3075
3076,3210,Men,Firearm,High School or more,0-19,Home,3076
3077,27125,Men,Firearm,Middle school,30-44,Home,3077
3078,23533,Men,Firearm,Middle school,30-44,Street,3078
3079,10053,Women,Firearm,High School or more,30-44,Home,3079
3080,14409,Men,Firearm,High School or more,45-69,Home,3080
3081,4814,Men,Firearm,Middle school,45-69,Street,3081
3082,19382,Men,Firearm,High School or more,20-29,Street,3082
3083,3113,Men,Firearm,High School or more,30-44,Street,3083
3084,2366,Men,Firearm,Middle school,20-29,Street,3084
3085,568,Men,Knife,High School or more,20-29,Other,3085
3086,8889,Men,Knife,Middle school,20-29,Street,3086
3087,17886,Women,Firearm,High School or more,20-29,Street,3087
3088,14461,Men,Firearm,High School or more,20-29,Street,3088
3089,25420,Men,Firearm,Primary or less,69 +,Street,3089
3090,14913,Men,Firearm,High School or more,30-44,Street,3090
3091,14899,Men,Non-specified means,Middle school,69 +,Other,3091
3092,27148,Men,Firearm,High School or more,30-44,Street,3092
3093,6235,Men,Non-specified means,High School or more,20-29,Street,3093
3094,16859,Men,Knife,Middle school,30-44,Street,3094
3095,24644,Women,Firearm,High School or more,20-29,Street,3095
3096,14300,Men,Firearm,High School or more,30-44,Other,3096
3097,24372,Women,Firearm,High School or more,20-29,Street,3097
3098,31158,Men,Non-specified means,Primary or less,69 +,Other,3098
3099,2409,Men,Knife,Primary or less,20-29,Home,3099
3100,10015,Men,Firearm,High School or more,30-44,Street,3100
3101,11968,Men,Knife,High School or more,0-19,Street,3101
3102,17641,Men,Firearm,Middle school,30-44,Street,3102
3103,29481,Men,Firearm,Primary or less,45-69,Street,3103
3104,5426,Men,Firearm,High School or more,20-29,Other,3104
3105,27360,Men,Firearm,High School or more,20-29,Street,3105
3106,7909,Men,Firearm,High School or more,30-44,Street,3106
3107,27477,Men,Firearm,Middle school,20-29,Street,3107
3108,28763,Men,Other,High School or more,30-44,Home,3108
3109,17407,Men,Firearm,Middle school,30-44,Street,3109
3110,8925,Men,Firearm,Middle school,20-29,Street,3110
3111,19707,Men,Firearm,Middle school,30-44,Street,3111
3112,22716,Men,Knife,Middle school,20-29,Street,3112
3113,31642,Men,Firearm,Middle school,20-29,Street,3113
3114,4319,Men,Firearm,Primary or less,20-29,Street,3114
3115,14716,Men,Firearm,High School or more,30-44,Street,3115
3116,18855,Men,Firearm,Middle school,30-44,Street,3116
3117,25544,Men,Firearm,Primary or less,69 +,Other,3117
3118,1968,Women,Non-specified means,Primary or less,0-19,Other,3118
3119,10563,Men,Firearm,High School or more,30-44,Other,3119
3120,13679,Men,Firearm,High School or more,30-44,Street,3120
3121,17973,Men,Non-specified means,Primary or less,20-29,Street,3121
3122,18924,Men,Firearm,High School or more,0-19,Street,3122
3123,2276,Men,Firearm,High School or more,30-44,Street,3123
3124,8946,Men,Firearm,High School or more,20-29,Street,3124
3125,11897,Men,Firearm,High School or more,30-44,Street,3125
3126,11269,Men,Knife,High School or more,30-44,Street,3126
3127,11550,Men,Firearm,High School or more,30-44,Street,3127
3128,5793,Men,Knife,Middle school,30-44,Street,3128
3129,30543,Men,Firearm,High School or more,0-19,Street,3129
3130,6773,Men,Firearm,Primary or less,20-29,Other,3130
3131,11795,Men,Non-specified means,Middle school,20-29,Home,3131
3132,8078,Men,Firearm,High School or more,30-44,Street,3132
3133,30948,Men,Knife,Primary or less,20-29,Street,3133
3134,4236,Men,Firearm,Primary or less,30-44,Other,3134
3135,6006,Men,Firearm,High School or more,30-44,Other,3135
3136,2107,Men,Firearm,Primary or less,30-44,Street,3136
3137,3744,Men,Firearm,High School or more,30-44,Street,3137
3138,5011,Men,Asphyxiation,Middle school,0-19,Home,3138
3139,17087,Men,Firearm,High School or more,20-29,Street,3139
3140,201,Men,Firearm,Primary or less,30-44,Other,3140
3141,739,Men,Asphyxiation,High School or more,20-29,Street,3141
3142,25685,Men,Firearm,High School or more,30-44,Street,3142
3143,28725,Men,Knife,Middle school,45-69,Home,3143
3144,2297,Men,Firearm,High School or more,30-44,Street,3144
3145,863,Men,Firearm,Middle school,30-44,Street,3145
3146,13118,Men,Firearm,Primary or less,45-69,Street,3146
3147,354,Men,Firearm,Primary or less,30-44,Street,3147
3148,1294,Men,Firearm,Middle school,20-29,Street,3148
3149,15191,Men,Non-specified means,Primary or less,0-19,Home,3149
3150,21226,Women,Knife,High School or more,69 +,Home,3150
3151,5718,Men,Firearm,High School or more,30-44,Street,3151
3152,30827,Men,Firearm,Middle school,45-69,Street,3152
3153,26053,Men,Firearm,High School or more,30-44,Street,3153
3154,30853,Men,Firearm,Middle school,0-19,Street,3154
3155,1066,Men,Firearm,Middle school,30-44,Street,3155
3156,8274,Men,Firearm,High School or more,30-44,Street,3156
3157,1794,Men,Firearm,High School or more,30-44,Other,3157
3158,29850,Women,Knife,Primary or less,30-44,Home,3158
3159,26223,Men,Firearm,High School or more,30-44,Street,3159
3160,29374,Men,Firearm,Primary or less,20-29,Home,3160
3161,17203,Men,Non-specified means,High School or more,45-69,Home,3161
3162,23346,Men,Non-specified means,Middle school,30-44,Street,3162
3163,24770,Men,Firearm,High School or more,30-44,Street,3163
3164,5037,Women,Firearm,Primary or less,30-44,Street,3164
3165,2904,Men,Firearm,High School or more,30-44,Street,3165
3166,1338,Men,Firearm,Primary or less,45-69,Other,3166
3167,21175,Men,Firearm,Primary or less,69 +,Street,3167
3168,3720,Women,Knife,Middle school,0-19,Street,3168
3169,30373,Men,Firearm,Primary or less,20-29,Street,3169
