"","X1","sexo2","cause_r","educ_r","age_r","location_r","random_number"
"31126",31126,"Men","Firearm","Middle school","30-44","Other",24222
"31127",31127,"Men","Knife","Middle school","20-29","Street",17407
"31128",31128,"Women","Knife","High School or more","30-44","Home",25919
"31129",31129,"Men","Firearm","High School or more","20-29","Street",21958
"31130",31130,"Men","Knife","High School or more","0-19","Street",17215
"31131",31131,"Men","Asphyxiation","High School or more","45-69","Other",7959
"31132",31132,"Men","Knife","High School or more","20-29","Street",31833
"31133",31133,"Men","Non-specified means","High School or more","45-69","Other",20079
"31134",31134,"Men","Firearm","High School or more","20-29","Street",19148
"31135",31135,"Men","Firearm","High School or more","45-69","Street",5076
"31136",31136,"Men","Firearm","Middle school","30-44","Other",1338
"31137",31137,"Women","Firearm","Primary or less","45-69","Home",20364
"31138",31138,"Men","Firearm","Middle school","45-69","Home",29198
"31139",31139,"Men","Firearm","High School or more","0-19","Street",31698
"31140",31140,"Men","Firearm","Middle school","0-19","Street",6328
"31141",31141,"Men","Knife","High School or more","45-69","Street",29709
"31142",31142,"Men","Firearm","High School or more","30-44","Street",7096
"31143",31143,"Women","Other","High School or more","20-29","Street",3779
"31144",31144,"Men","Knife","Middle school","45-69","Home",26253
"31145",31145,"Men","Firearm","Middle school","20-29","Other",5401
"31146",31146,"Men","Asphyxiation","High School or more","45-69","Home",6961
"31147",31147,"Men","Knife","Primary or less","69 +","Other",15638
"31148",31148,"Men","Other","Middle school","30-44","Street",20157
"31149",31149,"Men","Knife","Middle school","20-29","Street",8426
"31150",31150,"Men","Non-specified means","Primary or less","45-69","Street",30658
"31151",31151,"Men","Knife","High School or more","20-29","Other",14400
"31152",31152,"Men","Knife","Middle school","30-44","Other",18850
"31153",31153,"Men","Non-specified means","Primary or less","69 +","Other",29684
"31154",31154,"Women","Knife","Middle school","30-44","Street",30993
"31155",31155,"Women","Knife","High School or more","30-44","Other",24561
"31156",31156,"Men","Non-specified means","Primary or less","0-19","Home",20156
"31157",31157,"Men","Other","High School or more","20-29","Street",27163
"31158",31158,"Men","Non-specified means","Primary or less","69 +","Other",3098
"31159",31159,"Men","Knife","Middle school","0-19","Other",13302
"31160",31160,"Men","Knife","Primary or less","30-44","Other",9864
"31161",31161,"Men","Other","Middle school","45-69","Home",26897
"31162",31162,"Women","Knife","High School or more","30-44","Home",8934
"31163",31163,"Women","Asphyxiation","High School or more","30-44","Street",2956
"31164",31164,"Women","Knife","High School or more","20-29","Street",5122
"31165",31165,"Women","Knife","High School or more","0-19","Other",8355
"31166",31166,"Men","Other","High School or more","0-19","Other",2541
"31167",31167,"Men","Knife","Middle school","45-69","Street",23005
"31168",31168,"Women","Knife","High School or more","30-44","Street",26058
"31169",31169,"Men","Knife","Middle school","30-44","Street",1113
"31170",31170,"Men","Knife","High School or more","20-29","Other",16996
"31171",31171,"Women","Non-specified means","High School or more","30-44","Other",25966
"31172",31172,"Men","Knife","Middle school","45-69","Other",1833
"31173",31173,"Men","Non-specified means","Primary or less","69 +","Street",23575
"31174",31174,"Men","Asphyxiation","Primary or less","45-69","Home",19831
"31175",31175,"Men","Other","High School or more","0-19","Street",29088
"31176",31176,"Women","Knife","Middle school","30-44","Home",11395
"31177",31177,"Men","Knife","Middle school","30-44","Home",16126
"31178",31178,"Men","Knife","Middle school","30-44","Home",21450
"31179",31179,"Women","Firearm","High School or more","30-44","Street",9153
"31180",31180,"Men","Firearm","Primary or less","30-44","Street",14962
"31181",31181,"Men","Non-specified means","High School or more","20-29","Street",25010
"31182",31182,"Women","Knife","High School or more","69 +","Home",10853
"31183",31183,"Men","Non-specified means","Middle school","45-69","Street",8657
"31184",31184,"Men","Firearm","Middle school","30-44","Other",475
"31185",31185,"Men","Knife","High School or more","20-29","Street",12469
"31186",31186,"Men","Other","Primary or less","30-44","Other",14122
"31187",31187,"Men","Knife","High School or more","30-44","Street",26781
"31188",31188,"Women","Asphyxiation","High School or more","20-29","Street",30201
"31189",31189,"Men","Non-specified means","Primary or less","45-69","Street",13973
"31190",31190,"Men","Asphyxiation","High School or more","20-29","Other",720
"31191",31191,"Men","Non-specified means","High School or more","30-44","Other",8142
"31192",31192,"Men","Other","Middle school","20-29","Home",14118
"31193",31193,"Men","Asphyxiation","Middle school","69 +","Home",24771
"31194",31194,"Men","Non-specified means","Middle school","69 +","Street",31855
"31195",31195,"Men","Non-specified means","Middle school","30-44","Street",20082
"31196",31196,"Women","Asphyxiation","Middle school","45-69","Other",9785
"31197",31197,"Men","Firearm","Primary or less","69 +","Home",27853
"31198",31198,"Men","Firearm","High School or more","20-29","Street",30472
"31199",31199,"Men","Firearm","High School or more","20-29","Street",19060
"31200",31200,"Women","Other","Primary or less","0-19","Home",31034
"31201",31201,"Men","Firearm","Primary or less","30-44","Home",21995
"31202",31202,"Men","Asphyxiation","Primary or less","69 +","Home",12408
"31203",31203,"Men","Firearm","Primary or less","30-44","Street",6750
"31204",31204,"Men","Firearm","Primary or less","20-29","Home",12721
"31205",31205,"Women","Firearm","High School or more","30-44","Street",24588
"31206",31206,"Men","Firearm","Primary or less","45-69","Home",26132
"31207",31207,"Women","Firearm","Primary or less","20-29","Other",7323
"31208",31208,"Men","Firearm","Primary or less","0-19","Street",8404
"31209",31209,"Women","Firearm","Middle school","20-29","Street",30209
"31210",31210,"Men","Knife","Primary or less","45-69","Home",7187
"31211",31211,"Men","Firearm","Primary or less","45-69","Other",31249
"31212",31212,"Men","Knife","Primary or less","69 +","Street",29276
"31213",31213,"Men","Knife","Primary or less","69 +","Other",20186
"31214",31214,"Men","Firearm","Primary or less","69 +","Other",7666
"31215",31215,"Men","Non-specified means","Primary or less","69 +","Street",13214
"31216",31216,"Men","Firearm","Primary or less","69 +","Other",10419
"31217",31217,"Men","Knife","Primary or less","69 +","Other",1977
"31218",31218,"Men","Firearm","Primary or less","69 +","Other",12078
"31219",31219,"Men","Firearm","High School or more","30-44","Street",22515
"31220",31220,"Men","Firearm","Primary or less","30-44","Street",13185
"31221",31221,"Men","Firearm","Middle school","20-29","Other",26322
"31222",31222,"Men","Firearm","High School or more","0-19","Other",14124
"31223",31223,"Men","Firearm","Primary or less","20-29","Other",29536
"31224",31224,"Men","Firearm","High School or more","0-19","Street",18990
"31225",31225,"Men","Firearm","High School or more","30-44","Street",15644
"31226",31226,"Men","Firearm","High School or more","20-29","Street",8396
"31227",31227,"Men","Firearm","Middle school","30-44","Home",30617
"31228",31228,"Men","Firearm","High School or more","30-44","Street",14997
"31229",31229,"Men","Firearm","High School or more","0-19","Street",28655
"31230",31230,"Men","Firearm","High School or more","20-29","Street",20281
"31231",31231,"Women","Firearm","Middle school","30-44","Street",11618
"31232",31232,"Men","Firearm","Primary or less","30-44","Street",17510
"31233",31233,"Men","Firearm","Primary or less","20-29","Street",23721
"31234",31234,"Men","Firearm","High School or more","20-29","Street",9263
"31235",31235,"Men","Firearm","High School or more","20-29","Street",23670
"31236",31236,"Men","Firearm","High School or more","20-29","Street",6757
"31237",31237,"Men","Firearm","High School or more","20-29","Other",11368
"31238",31238,"Men","Firearm","Middle school","30-44","Street",17539
"31239",31239,"Men","Firearm","High School or more","0-19","Street",17360
"31240",31240,"Women","Other","High School or more","0-19","Other",19595
"31241",31241,"Men","Knife","Middle school","45-69","Other",26648
"31242",31242,"Men","Firearm","Primary or less","45-69","Street",2681
"31243",31243,"Men","Firearm","High School or more","30-44","Street",30151
"31244",31244,"Men","Firearm","High School or more","30-44","Street",21761
"31245",31245,"Men","Firearm","Middle school","30-44","Street",6046
"31246",31246,"Men","Firearm","High School or more","0-19","Street",31465
"31247",31247,"Men","Firearm","Primary or less","30-44","Street",2961
"31248",31248,"Men","Firearm","High School or more","20-29","Other",6862
"31249",31249,"Women","Firearm","Middle school","30-44","Street",31499
"31250",31250,"Men","Firearm","High School or more","20-29","Street",24859
"31251",31251,"Men","Firearm","High School or more","20-29","Other",7270
"31252",31252,"Men","Firearm","High School or more","30-44","Street",10752
"31253",31253,"Men","Firearm","High School or more","20-29","Street",19155
"31254",31254,"Men","Non-specified means","Middle school","45-69","Street",2766
"31255",31255,"Women","Firearm","High School or more","20-29","Street",8494
"31256",31256,"Women","Firearm","High School or more","30-44","Street",31350
"31257",31257,"Men","Firearm","High School or more","30-44","Street",27541
"31258",31258,"Men","Firearm","Primary or less","30-44","Other",23884
"31259",31259,"Men","Firearm","High School or more","45-69","Other",31344
"31260",31260,"Men","Firearm","Middle school","0-19","Street",658
"31261",31261,"Men","Firearm","High School or more","20-29","Street",512
"31262",31262,"Men","Firearm","High School or more","45-69","Street",5852
"31263",31263,"Men","Firearm","High School or more","0-19","Street",8452
"31264",31264,"Women","Firearm","Middle school","45-69","Street",21644
"31265",31265,"Men","Firearm","High School or more","20-29","Street",30652
"31266",31266,"Men","Knife","High School or more","0-19","Street",8722
"31267",31267,"Men","Firearm","Middle school","30-44","Street",26512
"31268",31268,"Men","Firearm","Primary or less","69 +","Other",9564
"31269",31269,"Men","Firearm","Primary or less","69 +","Street",16186
"31270",31270,"Men","Firearm","Primary or less","69 +","Other",3029
"31271",31271,"Men","Firearm","Primary or less","69 +","Other",1506
"31272",31272,"Men","Asphyxiation","Primary or less","69 +","Street",17724
"31273",31273,"Men","Non-specified means","Primary or less","69 +","Other",2882
"31274",31274,"Men","Non-specified means","Primary or less","69 +","Other",1594
"31275",31275,"Men","Firearm","Primary or less","30-44","Other",3052
"31276",31276,"Women","Firearm","High School or more","30-44","Other",118
"31277",31277,"Men","Firearm","Primary or less","69 +","Street",29726
"31278",31278,"Men","Firearm","Middle school","30-44","Street",1463
"31279",31279,"Men","Firearm","High School or more","30-44","Street",29022
"31280",31280,"Men","Non-specified means","Primary or less","69 +","Other",6392
"31281",31281,"Men","Firearm","Primary or less","30-44","Street",16031
"31282",31282,"Men","Firearm","High School or more","30-44","Street",9690
"31283",31283,"Men","Knife","Primary or less","45-69","Street",20539
"31284",31284,"Men","Firearm","Middle school","30-44","Street",10623
"31285",31285,"Men","Firearm","Middle school","20-29","Street",29893
"31286",31286,"Women","Firearm","High School or more","0-19","Street",9115
"31287",31287,"Men","Knife","High School or more","20-29","Street",23220
"31288",31288,"Men","Knife","High School or more","30-44","Other",17667
"31289",31289,"Men","Firearm","High School or more","30-44","Street",4247
"31290",31290,"Men","Firearm","High School or more","20-29","Street",20108
"31291",31291,"Men","Firearm","Middle school","20-29","Other",20836
